roi_dir,parent_female,parent_male,genotype_pretty,genotype_base_codes,genotype_allele_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_marker_fluor_codes,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi1,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,9.0,20250915-plate1-slot1-roi09
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi2,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,10.0,20250915-plate1-slot1-roi10
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi3,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,11.0,20250915-plate1-slot1-roi11
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi4,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,12.0,20250915-plate1-slot1-roi12
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi5,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,13.0,20250915-plate1-slot1-roi13
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi6,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,14.0,20250915-plate1-slot1-roi14
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi7,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,15.0,20250915-plate1-slot1-roi15
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi1,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,16.0,20250915-plate1-slot1-roi16
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi2,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,17.0,20250915-plate1-slot1-roi17
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi3,,ef1a:2xLynk:tdm:Halo,ef1a:2xLynk:tdm:Halo,Swinburne,Swinburne:Swinburne,Halo,,,,,,,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"Halo,mStayGold",20250915-plate1,20250915-plate1-slot1,18.0,20250915-plate1-slot1-roi18
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,1.0,20250916-plate1-slot1-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,2.0,20250916-plate1-slot1-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,3.0,20250916-plate1-slot1-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,4.0,20250916-plate1-slot1-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,5.0,20250916-plate1-slot1-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,6.0,20250916-plate1-slot1-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,7.0,20250916-plate1-slot1-roi07
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,8.0,20250916-plate1-slot1-roi08
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,9.0,20250916-plate1-slot1-roi09
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,10.0,20250916-plate1-slot1-roi10
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,11.0,20250916-plate1-slot1-roi11
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,12.0,20250916-plate1-slot1-roi12
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi5,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,13.0,20250916-plate1-slot1-roi13
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi6,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,14.0,20250916-plate1-slot1-roi14
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,15.0,20250916-plate1-slot1-roi15
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,16.0,20250916-plate1-slot1-roi16
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,17.0,20250916-plate1-slot1-roi17
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,18.0,20250916-plate1-slot1-roi18
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi5,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,19.0,20250916-plate1-slot1-roi19
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,20.0,20250916-plate1-slot1-roi20
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250916-plate1,20250916-plate1-slot1,21.0,20250916-plate1-slot1-roi21
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,1.0,20250918-plate1-slot1-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,2.0,20250918-plate1-slot1-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,3.0,20250918-plate1-slot1-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,4.0,20250918-plate1-slot1-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi5,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,5.0,20250918-plate1-slot1-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi6,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,6.0,20250918-plate1-slot1-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,7.0,20250918-plate1-slot1-roi07
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,8.0,20250918-plate1-slot1-roi08
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315) x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,"pDQM082:315,pDQM082:315",tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20250918-plate1,20250918-plate1-slot1,9.0,20250918-plate1-slot1-roi09
