roi_dir,mount_dir_norm,date_experiment,date_mount,fish,roi_name,roi_rel,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi3,/abcabc/Aang_Foundation/20251021_mem-mito_v2,20251021_mem-mito_v2,2025-10-21,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,casper/rnf,tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi4,/abcabc/Aang_Foundation/20251021_mem-mito_v2,20251021_mem-mito_v2,2025-10-21,fish4_24hpf_roi4,fish4_24hpf_roi4,fish4_24hpf_roi4,casper/rnf,tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish1_48hpf_roi1,/abcabc/Aang_Foundation/20251022_mem-mito,20251022_mem-mito,2025-10-22,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi1,/abcabc/Aang_Foundation/20251022_mem-mito,20251022_mem-mito,2025-10-22,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi2,/abcabc/Aang_Foundation/20251022_mem-mito,20251022_mem-mito,2025-10-22,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish4_48hpf_roi1,/abcabc/Aang_Foundation/20251022_mem-mito,20251022_mem-mito,2025-10-22,fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20251023_mem-mito,20251023_mem-mito,2025-10-23,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi2,/abcabc/Aang_Foundation/20251023_mem-mito,20251023_mem-mito,2025-10-23,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish3_24hpf_roi1,/abcabc/Aang_Foundation/20251023_mem-mito,20251023_mem-mito,2025-10-23,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi1,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish1_120hpf_roi1,fish1_120hpf_roi1,fish1_120hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi2,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish1_120hpf_roi2,fish1_120hpf_roi2,fish1_120hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi1,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi1,fish3_120hpf_roi1,fish3_120hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi2,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi2,fish3_120hpf_roi2,fish3_120hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi3,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi3,fish3_120hpf_roi3,fish3_120hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi4,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi4,fish3_120hpf_roi4,fish3_120hpf_roi4,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi5,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi5,fish3_120hpf_roi5,fish3_120hpf_roi5,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi6,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi6,fish3_120hpf_roi6,fish3_120hpf_roi6,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi7,/abcabc/Aang_Foundation/20251027_mem-histone,20251027_mem-histone,2025-10-27,fish3_120hpf_roi7,fish3_120hpf_roi7,fish3_120hpf_roi7,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG::2xLynk(N),tdmScarlet3::H2B(C)","histone,membrane","tdmSG(membrane),tdmScarlet3(histone)","tdmSG::2xLynk(N)(membrane),tdmScarlet3::H2B(C)(histone)",,,,,,,"histone,membrane","tdmSG(membrane),tdmScarlet3(histone)"
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-mito/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-mito,20251028_mem-mito,2025-10-28,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi,20251028_mem-peroxi,2025-10-28,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi,20251028_mem-peroxi,2025-10-28,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi2,/abcabc/Aang_Foundation/20251028_mem-peroxi,20251028_mem-peroxi,2025-10-28,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi,20251028_mem-peroxi,2025-10-28,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi2,/abcabc/Aang_Foundation/20251028_mem-peroxi,20251028_mem-peroxi,2025-10-28,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi2,20251028_mem-peroxi2,2025-10-28,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish2_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi2,20251028_mem-peroxi2,2025-10-28,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish4_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi2,20251028_mem-peroxi2,2025-10-28,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish5_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi2,20251028_mem-peroxi2,2025-10-28,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish6_24hpf_roi1,/abcabc/Aang_Foundation/20251028_mem-peroxi2,20251028_mem-peroxi2,2025-10-28,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251029_peroxi/fish1_roi1,/abcabc/Aang_Foundation/20251029_peroxi,20251029_peroxi,2025-10-29,fish1_roi1,fish1_roi1,fish1_roi1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,,,membrane,tdmScarlet3(membrane)
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi1,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi2,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi1,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi2,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi1,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi2,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi1,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi2,/abcabc/Aang_Foundation/20251105_mem-mito,20251105_mem-mito,2025-11-05,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi1,/abcabc/Aang_Foundation/20251106_mem-mito,20251106_mem-mito,2025-11-06,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi2,/abcabc/Aang_Foundation/20251106_mem-mito,20251106_mem-mito,2025-11-06,fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi1,/abcabc/Aang_Foundation/20251106_mem-mito,20251106_mem-mito,2025-11-06,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi2,/abcabc/Aang_Foundation/20251106_mem-mito,20251106_mem-mito,2025-11-06,fish2_48hpf_roi2,fish2_48hpf_roi2,fish2_48hpf_roi2,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
